index,tag,name,vmfb_hash,M,N,K,dtype,tA,tB,mean_microseconds,arithmetic_intensity,tflops,ok
487,gpt4compute,gemm_8192_2048_8192_f16_f32,12fc27ed0aac4b4d15e948d4b0d91219,8192,2048,8192,f16,N,N,759.0,1365.3333,362.158,True
488,gpt4compute,gemm_8192_2048_65536_f16_f32,14f27dfda704587bc1216f3131e4cb46,8192,2048,65536,f16,N,N,6910.0,1598.439,318.2378,True
489,gpt4compute,gemm_8192_8192_1024_f16_f32,05aa1f8c439366c6f5f2ff2159405e79,8192,8192,1024,f16,N,N,411.0,819.2,334.4013,True
490,gpt4compute,gemm_8192_8192_8192_f16_f32,495e31b44693624d623be10c37a49e87,8192,8192,8192,f16,N,N,3110.0,2730.6667,353.5407,True
491,gpt4compute,gemm_8192_8192_65536_f16_f32,213d0f4a4e87ae8e03651f1d82d4891e,8192,8192,65536,f16,N,N,27400.0,3855.0588,321.0253,True
492,llama70bmemory,gemm_2_1280_8192_bf16_f32_tB,0a2c15ae8ec21d8e302841f48039d366,2,1280,8192,bf16,N,T,52.0,1.9964,0.8066,True
493,llama70bmemory,gemm_2_3584_8192_bf16_f32_tB,eb136bdd1c9f3ae2a14a2bcfa8b826bb,2,3584,8192,bf16,N,T,58.0,1.9984,2.0248,True
494,llama70bmemory,gemm_2_7168_8192_bf16_f32_tB,c98e38aeebfd8b463cf304ac8d39ce0e,2,7168,8192,bf16,N,T,92.0,1.999,2.5531,True
495,compute,gemm_4096_4096_8192_f16_f32,63a6e4b8ca70cf8506eac674da880585,4096,4096,8192,f16,N,N,740.0,1638.4,371.4566,True
496,compute,gemm_4096_4096_8192_f16_f32_tB,6f04b69e9f6be4105be9f385b01e2985,4096,4096,8192,f16,N,T,641.0,1638.4,428.8267,True
497,compute,gemm_4096_4096_8192_f16_f32_tA,088476faa17eff8cafd4f2747d708bca,4096,4096,8192,f16,T,N,840.0,1638.4,327.2356,True
498,compute,gemm_4096_4096_8192_bf16_f32,5e5b607611e0355872244652e5af048e,4096,4096,8192,bf16,N,N,6900.0,1638.4,39.8374,True
499,compute,gemm_4096_4096_8192_bf16_f32_tB,98cf13aeb582eff43ac496fa23937769,4096,4096,8192,bf16,N,T,7440.0,1638.4,36.946,True
500,compute,gemm_4096_4096_8192_bf16_f32_tA,33589c8975c086a6b581d205bd8a9022,4096,4096,8192,bf16,T,N,8440.0,1638.4,32.5685,True
501,unet,gemm_2048_10240_1280_f16_f32,25c4ac06d900240085beb1d16de39ef4,2048,10240,1280,f16,N,N,186.0,731.4286,288.6403,True
502,unet,gemm_2048_1280_1280_f16_f32,475c522e6f0f57cf1d2e9cfe4b5d48e2,2048,1280,1280,f16,N,N,81.0,487.619,82.8504,True
503,unet,gemm_2048_1280_5120_f16_f32,5c1aa804437428eb17bd718278f7788f,2048,1280,5120,f16,N,N,160.0,682.6667,167.7722,True
504,unet,gemm_128_1280_2048_f16_f32,3dec43149a6ad5cfb672870e8daba709,128,1280,2048,f16,N,N,66.0,110.1075,10.168,True
505,unet,gemm_8192_640_640_f16_f32,39e5ddc8c2e29bc2539c88a7d7712470,8192,640,640,f16,N,N,72.0,307.9699,93.2068,True
506,unet,gemm_8192_640_2560_f16_f32,f98e16f3a37fa9921556aa09df3d1081,8192,640,2560,f16,N,N,149.0,481.8824,180.158,True
507,unet,gemm_8192_5120_640_f16_f32,6c5dcd64926927517a2a16d618d03796,8192,5120,640,f16,N,N,194.0,531.9481,276.7376,True
508,unet,gemm_64_640_2048_f16_f32,410b19b09ea812c1ed7c8303e87b7523,64,640,2048,f16,N,N,66.0,56.5746,2.542,True
509,unet,gemm_64_1280_2048_f16_f32,78b58d39e11be8cea2e961367029586f,64,1280,2048,f16,N,N,62.0,59.1908,5.412,True
510,unet,gemm_1024_1280_1280_f16_f32,17ed33a416e6d53f118a12c4bc3f2c95,1024,1280,1280,f16,N,N,68.0,393.8462,49.3448,True
511,unet,gemm_1024_1280_5120_f16_f32,39fe1ddb4d219f6684ee2d31fc9e0438,1024,1280,5120,f16,N,N,130.0,512.0,103.2444,True
512,unet,gemm_1024_10240_1280_f16_f32,5a2ffaad8a4d12e7a72db788144ed378,1024,10240,1280,f16,N,N,131.0,538.9474,204.9126,True
513,unet,gemm_4096_640_640_f16_f32,b2cd06163911bbb7782083c37a99e4bb,4096,640,640,f16,N,N,60.0,296.8116,55.9241,True
514,unet,gemm_4096_640_2560_f16_f32,be9f89ceda104aeab3f0fbe7578fa8f2,4096,640,2560,f16,N,N,103.0,455.1111,130.3085,True
515,unet,gemm_4096_5120_640_f16_f32,75f3413959bcd4b290a01a5995615845,4096,5120,640,f16,N,N,131.0,499.5122,204.9126,True
516,tk,gemm_2048_10240_1280_f16_f32_tB,3ace68ebf1a378b956683afba634a96b,2048,10240,1280,f16,N,T,169.0,731.4286,317.6751,True
517,unet,gemm_2048_1280_1280_f16_f32_tB,24fb94635e8f97ce2c65d9972ce3b237,2048,1280,1280,f16,N,T,70.0,487.619,95.8698,True
518,unet,gemm_2048_1280_5120_f16_f32_tB,bbcded5aebd4d4a7e53646cfc6fec4b9,2048,1280,5120,f16,N,T,162.0,682.6667,165.7009,True
519,unet,gemm_128_1280_2048_f16_f32_tB,0f67279e1802aa3492e13525dbc11bc1,128,1280,2048,f16,N,T,54.0,110.1075,12.4276,True
520,unet,gemm_8192_640_640_f16_f32_tB,91d453697ff32da0e270569ed8c9a8d0,8192,640,640,f16,N,T,70.0,307.9699,95.8698,True
521,unet,gemm_8192_640_2560_f16_f32_tB,bfe4d85cdb01fb433b818a271f39de74,8192,640,2560,f16,N,T,138.0,481.8824,194.5184,True
522,unet,gemm_8192_5120_640_f16_f32_tB,0533b59be634f249dd6de3caec4657e5,8192,5120,640,f16,N,T,166.0,531.9481,323.4162,True
523,unet,gemm_64_640_2048_f16_f32_tB,29bf121607161a84e25d6872c3fd8f5e,64,640,2048,f16,N,T,66.0,56.5746,2.542,True
524,unet,gemm_64_1280_2048_f16_f32_tB,f592fab9256534eb90cbe433e46473b3,64,1280,2048,f16,N,T,58.0,59.1908,5.7852,True
525,unet,gemm_1024_1280_1280_f16_f32_tB,3f43fa76966c10bf4dab4b47c1728478,1024,1280,1280,f16,N,T,71.0,393.8462,47.2598,True
526,unet,gemm_1024_1280_5120_f16_f32_tB,5a0ccc9e08a1781664fd1a977a1008a4,1024,1280,5120,f16,N,T,122.0,512.0,110.0145,True
527,unet,gemm_1024_10240_1280_f16_f32_tB,c67c76943f142d6fd8f1497fa3b39f0d,1024,10240,1280,f16,N,T,107.0,538.9474,250.8743,True
528,unet,gemm_4096_640_640_f16_f32_tB,ee11e07aa80fccb78b6282b0a30700e8,4096,640,640,f16,N,T,55.0,296.8116,61.0081,True
529,unet,gemm_4096_640_2560_f16_f32_tB,eac7fa418df3df2537c908bb76808e45,4096,640,2560,f16,N,T,100.0,455.1111,134.2177,True
530,unet,gemm_4096_5120_640_f16_f32_tB,9145acc0ce4fea5313960c0e34eb092f,4096,5120,640,f16,N,T,121.0,499.5122,221.8475,True
531,unet,gemm_2048_10240_1280_bf16_f32,89cd4689c3469e7d96aae778ad798020,2048,10240,1280,bf16,N,N,1420.0,731.4286,37.8078,True
532,unet,gemm_2048_1280_1280_bf16_f32,dda566ea53e5b6c0af30fee48822a534,2048,1280,1280,bf16,N,N,340.0,487.619,19.7379,True
533,unet,gemm_2048_1280_5120_bf16_f32,633843de3b9c7fc31d62b6bb4c4941cc,2048,1280,5120,bf16,N,N,1190.0,682.6667,22.5576,True
534,unet,gemm_128_1280_2048_bf16_f32,7954216ebe68d1eeb360b1975e29a041,128,1280,2048,bf16,N,N,301.0,110.1075,2.2295,True
535,unet,gemm_8192_640_640_bf16_f32,61d61432c9052ec0b27b35dbba2540ec,8192,640,640,bf16,N,N,273.0,307.9699,24.582,True
536,unet,gemm_8192_640_2560_bf16_f32,31241b58e85d08fb652a47787447f331,8192,640,2560,bf16,N,N,940.0,481.8824,28.557,True
537,unet,gemm_8192_5120_640_bf16_f32,167bd8954622e76d52601bc7b2f624e2,8192,5120,640,bf16,N,N,1350.0,531.9481,39.7682,True
538,unet,gemm_64_640_2048_bf16_f32,7e28b364e38a9ccee61df7f76484c8d6,64,640,2048,bf16,N,N,291.0,56.5746,0.5765,True
539,unet,gemm_64_1280_2048_bf16_f32,cad1ed25aa5d648919cd849d48bfc948,64,1280,2048,bf16,N,N,298.0,59.1908,1.126,True
540,unet,gemm_1024_1280_1280_bf16_f32,ff2b69994930163518c5194b26692370,1024,1280,1280,bf16,N,N,221.0,393.8462,15.183,True
541,unet,gemm_1024_1280_5120_bf16_f32,dbcb976824c343186bdf196345f567ac,1024,1280,5120,bf16,N,N,746.0,512.0,17.9917,True
542,unet,gemm_1024_10240_1280_bf16_f32,5a230e221832856109affffeecdc5a3e,1024,10240,1280,bf16,N,N,779.0,538.9474,34.459,True
543,unet,gemm_4096_640_640_bf16_f32,a91e7c47be3b42ce87274bc874aab1bb,4096,640,640,bf16,N,N,192.0,296.8116,17.4763,True
544,unet,gemm_4096_640_2560_bf16_f32,1a88cf39c24aa5fc048f96f6364061f0,4096,640,2560,bf16,N,N,628.0,455.1111,21.3722,True
545,unet,gemm_4096_5120_640_bf16_f32,1af2e38677671fb01a194dc25e5d861f,4096,5120,640,bf16,N,N,728.0,499.5122,36.873,True
546,unet,gemm_2048_10240_1280_bf16_f32_tB,e55500cf2b2974e134110ce23a3bd96c,2048,10240,1280,bf16,N,T,1510.0,731.4286,35.5544,True
547,unet,gemm_2048_1280_1280_bf16_f32_tB,4459b42fe3f7c138c8bc615256917573,2048,1280,1280,bf16,N,T,361.0,487.619,18.5897,True
548,unet,gemm_2048_1280_5120_bf16_f32_tB,22dcccf7aa55f54ae8f0aaa50e4e675a,2048,1280,5120,bf16,N,T,1330.0,682.6667,20.1831,True
549,unet,gemm_128_1280_2048_bf16_f32_tB,acd20fefca91b4cf35148332e3ea2db2,128,1280,2048,bf16,N,T,322.0,110.1075,2.0841,True
550,unet,gemm_8192_640_640_bf16_f32_tB,022bd3099f4eb2967beafb7fc460bc79,8192,640,640,bf16,N,T,292.0,307.9699,22.9825,True
551,unet,gemm_8192_640_2560_bf16_f32_tB,44c2758d1b624b9725058508ca2202d9,8192,640,2560,bf16,N,T,1020.0,481.8824,26.3172,True
552,unet,gemm_8192_5120_640_bf16_f32_tB,2ac5b76e155663c8504c203adebbf10b,8192,5120,640,bf16,N,T,1440.0,531.9481,37.2827,True
553,unet,gemm_64_640_2048_bf16_f32_tB,3ebb30ed2e7af4f73d2437d37f2a9079,64,640,2048,bf16,N,T,318.0,56.5746,0.5276,True
554,unet,gemm_64_1280_2048_bf16_f32_tB,9e775e60f0f8d98c0dfbe567b58e8e0a,64,1280,2048,bf16,N,T,315.0,59.1908,1.0652,True
555,unet,gemm_1024_1280_1280_bf16_f32_tB,e90c2a2dfa40e46ead635e0fa022244f,1024,1280,1280,bf16,N,T,244.0,393.8462,13.7518,True
556,unet,gemm_1024_1280_5120_bf16_f32_tB,3e237cc580995550e92b2e03ed2faefb,1024,1280,5120,bf16,N,T,869.0,512.0,15.4451,True
557,unet,gemm_1024_10240_1280_bf16_f32_tB,0c5e2be88b894be4f23b4be2f3f923ff,1024,10240,1280,bf16,N,T,824.0,538.9474,32.5771,True
558,unet,gemm_4096_640_640_bf16_f32_tB,7ddb6718c6a36f0d9d47a1c70a4adfd9,4096,640,640,bf16,N,T,190.0,296.8116,17.6602,True
559,unet,gemm_4096_640_2560_bf16_f32_tB,05b9c2e0f4b0888fab93540f8868ac64,4096,640,2560,bf16,N,T,686.0,455.1111,19.5653,True
560,unet,gemm_4096_5120_640_bf16_f32_tB,9d49698c8e3a7f5159a09ab61f13b2aa,4096,5120,640,bf16,N,T,766.0,499.5122,35.0438,True
561,tk,gemm_1024_5120_640_f16_f32_tB,e9cf8434a41fd9fbf76ff8ecb7982701,1024,5120,640,f16,N,T,70.0,365.7143,95.8698,True
562,tk,gemm_4096_20480_2560_f16_f32_tB,3f4605d8962e1f75d10bcbc9c9b5a416,4096,20480,2560,f16,N,T,1150.0,1462.8571,373.4754,True
