index,tag,name,M,N,K,dtype,A,B,mean_microseconds,arithmetic_intensity,tflops,ok
0,llama70bskinny,rocblas,28672,4,8192,fp16,T,N,130.72066999999998,3.9974904147786687,14.374529995906542,True
1,unet,rocblas,2048,1280,5120,bf16,T,N,131.74174,682.6666666666666,203.75885121905935,True
2,unet,rocblas,2048,10240,1280,bf16,N,N,137.21515,731.4285714285714,391.26212520993494,True
3,llama13bskinnybf16,rocblas,7680,32,5120,bf16,T,N,25.004330000000003,31.670103092783506,100.64586413633158,True
4,llama13bskinny,rocblas,7680,16,5120,fp16,T,N,23.698310000000003,15.917098445595855,53.09624188391492,True
5,llama70bmatvecbf16,rocblas,16000,1,8192,bf16,T,N,92.69175,0.9998154637474138,2.8281265592676808,True
6,llama70bskinnybf16,rocblas,2560,4,8192,bf16,T,N,15.18544,3.991813663385635,11.048225141978104,True
7,llama70bskinnybf16,rocblas,14336,4,8192,bf16,T,N,81.35313000000001,3.9969331567575104,11.548714794378531,True
8,llama13bskinny,rocblas,7680,32,5120,fp16,T,N,24.58878,31.670103092783506,102.34677767664765,True
9,llama70bskinny,rocblas,2560,4,8192,fp16,T,N,15.85032,3.991813663385635,10.584780622725596,True
10,llama70bskinny,rocblas,8192,32,8192,fp16,T,N,47.230410000000006,31.751937984496124,90.93648130515909,True
11,unet,rocblas,2048,1280,1280,fp16,T,N,43.21737,487.6190476190476,155.2821562256102,True
12,llama13bskinny,rocblas,5120,8,1728,fp16,T,N,9.47458,7.950767815034221,14.940795264803295,True
13,llama13bskinnybf16,rocblas,5120,4,2560,bf16,T,N,9.54581,3.990646921278254,10.984672856467917,True
14,llama13bskinny,rocblas,32000,2,5120,fp16,T,N,81.29377000000001,1.9990941604585422,8.061626370630862,True
15,llama70bskinnybf16,rocblas,8000,16,8192,bf16,T,N,46.24496,15.936999050627985,45.3487688171857,True
16,llama70bmatvec,rocblas,8000,1,8192,fp16,T,N,44.66586,0.999752990716161,2.9345007574017385,True
17,llama70bmatvecbf16,rocblas,4000,1,8192,bf16,T,N,23.354,0.9996280680723285,2.80620022265993,True
18,llama70bskinny,rocblas,8192,4,1024,fp16,T,N,8.04983,3.982498784637822,8.336680898851279,True
19,llama70bskinnybf16,rocblas,7168,4,8192,bf16,T,N,39.904830000000004,3.995819106682461,11.772059873453914,True
20,llama13bmatvec,rocblas,5120,1,1280,fp16,T,N,6.34013,0.9990243902439024,2.0673393132317477,True
21,llama70bskinny,rocblas,8192,4,2048,fp16,T,N,15.00735,3.990258158792012,8.943466234878242,True
22,llama13bskinnybf16,rocblas,13824,32,5120,bf16,T,N,40.154160000000005,31.728253385356897,112.81143273822686,True
23,llama70bskinny,rocblas,32000,2,8192,fp16,T,N,137.26264,1.9993869067492975,7.63919446689937,True
24,llama13bskinny,rocblas,3840,4,5120,fp16,T,N,12.929590000000001,3.9927216012477253,12.16484049378209,True
25,llama70bskinnybf16,rocblas,8192,16,8192,bf16,T,N,45.97188,15.937743190661479,46.712982980030404,True
26,unet,rocblas,128,1280,2048,fp16,T,T,57.274879999999996,110.10752688172043,11.716980288740894,True
27,llama13bskinnybf16,rocblas,5120,4,3456,bf16,T,N,15.992799999999999,3.9922603748519943,8.851343104396978,True
28,llama13bskinnybf16,rocblas,7680,8,5120,bf16,T,N,23.50835,7.979220779220779,26.7626439116314,True
29,llama13bskinny,rocblas,3840,32,5120,fp16,T,N,15.28042,31.540041067761805,82.34663706887639,True
30,gpt4memory,rocblas,8192,16,65536,fp16,N,N,264.45705,15.964920828258222,64.96279522137905,True
31,llama70bmatvecbf16,rocblas,8192,1,1024,bf16,T,N,8.619729999999999,0.9989025728569687,1.9463737263232146,True
32,llama70bskinnybf16,rocblas,5120,32,8192,bf16,T,N,33.46972,31.678267594740912,80.20248033147573,True
33,llama13bskinny,rocblas,5120,16,2560,fp16,T,N,9.75953,15.85139318885449,42.97649579436715,True
