M,N,K,Alpha,Beta,Transpose A,Transpose B,A Type,B Type,C Type,D Type,Batch Count,Iterations,,Subworkload,Unique Name,GEMM Performance (TFLOPs),Kernel Time (us),id
160,4096,96,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,134859,GEMM Performance (TFLOPs),WRI-dense_70x,WRI-dense_70x28,20.4513,6.1526,160_4096_96_1_T_N
2048,4096,3594,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,3022,GEMM Performance (TFLOPs),WRI-dense_70x,WRI-dense_70x29,221.3748,272.3766,2048_4096_3594_1_T_N
32,160,1219,1,0,N,T,f16_r,f16_r,f16_r,f16_r,4096,5,GEMM Performance (TFLOPs),WRI-dense_70x,WRI-dense_70x3,-1,-1,32_160_1219_4096_N_T
3600,2048,4096,1,0,N,T,f16_r,f16_r,f16_r,f16_r,1,19755,GEMM Performance (TFLOPs),WRI-dense_70x,WRI-dense_70x3,1225.933,49.267,3600_2048_4096_1_N_T
1224,160,32,1,0,N,N,f16_r,f16_r,f16_r,f16_r,4096,2219,GEMM Performance (TFLOPs),WRI-dense_70x,WRI-dense_70x30,131.7584,389.6394,1224_160_32_4096_N_N
160,4096,120,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,135698,GEMM Performance (TFLOPs),WRI-dense_70x,WRI-dense_70x31,25.6125,6.141,160_4096_120_1_T_N
1224,655360,296,1,0,N,N,f16_r,f16_r,f16_r,f16_r,1,1000,GEMM Performance (TFLOPs),WRI-dense_70x,WRI-dense_70x32,631.2464,752.288,1224_655360_296_1_N_N
160,4096,144,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,139705,GEMM Performance (TFLOPs),WRI-dense_70x,WRI-dense_70x33,31.3823,6.0143,160_4096_144_1_T_N
1219,160,32,1,0,T,N,f16_r,f16_r,f16_r,f16_r,4096,630,GEMM Performance (TFLOPs),WRI-dense_70x,WRI-dense_70x34,38.598,1324.644,1219_160_32_4096_T_N
3594,4096,512,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,10782,GEMM Performance (TFLOPs),WRI-dense_70x,WRI-dense_70x35,195.5826,77.074,3594_4096_512_1_T_N
128,4096,4096,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,81470,GEMM Performance (TFLOPs),WRI-dense_70x,WRI-dense_70x36,419.6495,10.2347,128_4096_4096_1_T_N
160,4096,192,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,100000,GEMM Performance (TFLOPs),WRI-dense_70x,WRI-dense_70x37,28.9471,8.6937,160_4096_192_1_T_N
128,655360,88,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,15187,GEMM Performance (TFLOPs),WRI-dense_70x,WRI-dense_70x38,260.2368,56.7328,128_655360_88_1_T_N
3600,4608,4096,1,0,N,T,f16_r,f16_r,f16_r,f16_r,1,7805,GEMM Performance (TFLOPs),WRI-dense_70x,WRI-dense_70x39,1173.153,115.8378,3600_4608_4096_1_N_T
64,98304,64,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,95461,GEMM Performance (TFLOPs),WRI-dense_70x,WRI-dense_70x4,91.2165,8.8285,64_98304_64_1_T_N
512,4096,5120,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,46493,GEMM Performance (TFLOPs),WRI-dense_70x,WRI-dense_70x4,1067.487,20.1172,512_4096_5120_1_T_N
1224,296,655360,1,0,N,T,f16_r,f16_r,f16_r,f16_r,1,1497,GEMM Performance (TFLOPs),WRI-dense_70x,WRI-dense_70x40,831.3651,571.204,1224_296_655360_1_N_T
160,4096,96,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,141896,GEMM Performance (TFLOPs),WRI-dense_70x,WRI-dense_70x41,21.7042,5.7974,160_4096_96_1_T_N
2048,4096,3594,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,3284,GEMM Performance (TFLOPs),WRI-dense_70x,WRI-dense_70x42,237.5499,253.8301,2048_4096_3594_1_T_N
1,4096,128,1,1,N,N,f16_r,f16_r,f16_r,f16_r,1,142882,GEMM Performance (TFLOPs),WRI-dense_70x,WRI-dense_70x43,0.1877,5.5868,1_4096_128_1_N_N
1024,4096,2048,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,53396,GEMM Performance (TFLOPs),WRI-dense_70x,WRI-dense_70x44,1048.499,16.3852,1024_4096_2048_1_T_N
296,655360,1219,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,181,GEMM Performance (TFLOPs),WRI-dense_70x,WRI-dense_70x5,102.0236,4635.585,296_655360_1219_1_T_N
3594,2048,4096,1,0,N,T,f16_r,f16_r,f16_r,f16_r,1,3488,GEMM Performance (TFLOPs),WRI-dense_70x,WRI-dense_70x5,252.2399,239.0474,3594_2048_4096_1_N_T
64,98304,256,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,79166,GEMM Performance (TFLOPs),WRI-dense_70x,WRI-dense_70x6,308.1044,10.455,64_98304_256_1_T_N
3600,4096,2048,1,0,N,N,f16_r,f16_r,f16_r,f16_r,1,17709,GEMM Performance (TFLOPs),WRI-dense_70x,WRI-dense_70x6,1107.595,54.5307,3600_4096_2048_1_N_N
64,819200,64,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,22601,GEMM Performance (TFLOPs),WRI-dense_70x,WRI-dense_70x7,181.9556,36.882,64_819200_64_1_T_N
160,4096,64,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,148344,GEMM Performance (TFLOPs),WRI-dense_70x,WRI-dense_70x7,15.0984,5.5559,160_4096_64_1_T_N
32,1224,160,1,0,N,N,f16_r,f16_r,f16_r,f16_r,4096,2619,GEMM Performance (TFLOPs),WRI-dense_70x,WRI-dense_70x8,151.4656,338.9434,32_1224_160_4096_N_N
2048,4096,39008,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,1785,GEMM Performance (TFLOPs),WRI-dense_70x,WRI-dense_70x8,1357.552,482.0779,2048_4096_39008_1_T_N
32,655360,88,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,21390,GEMM Performance (TFLOPs),WRI-dense_70x,WRI-dense_70x9,94.7138,38.9699,32_655360_88_1_T_N
296,655360,1219,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,212,GEMM Performance (TFLOPs),WRI-dense_70x,WRI-dense_70x9,120.0895,3938.222,296_655360_1219_1_T_N
128,6144,408,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,135698,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x0,102.0823,6.2864,128_6144_408_1_T_N
192,129024,96,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,45340,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x0,255.8275,18.592,192_129024_96_1_T_N
2048,6144,4096,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,11417,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x0,1243.77,82.8764,2048_6144_4096_1_T_N
24,161,96,1,0,N,N,f16_r,f16_r,f16_r,f16_r,6144,12821,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x1,70.1821,64.9476,24_161_96_6144_N_N
512,6144,512,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,100000,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x1,393.3951,8.1883,512_6144_512_1_T_N
2048,6144,50176,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,1000,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x1,1279.849,986.6165,2048_6144_50176_1_T_N
256,6144,216,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,135571,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x10,110.5369,6.1471,256_6144_216_1_T_N
256,6144,2880,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,81522,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x10,831.5692,10.8947,256_6144_2880_1_T_N
512,6144,3072,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,50857,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x10,1050.328,18.4013,512_6144_3072_1_T_N
48,216,96,1,0,N,N,f16_r,f16_r,f16_r,f16_r,6144,10588,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x11,148.0976,82.5846,48_216_96_6144_N_N
128,6144,924,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,36889,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x11,64.4953,22.5338,128_6144_924_1_T_N
1536,6144,6176,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,10841,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x11,1331.625,87.5382,1536_6144_6176_1_T_N
32,6144,2048,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,135545,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x12,130.792,6.1572,32_6144_2048_1_T_N
128,6144,528,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,100000,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x12,101.0428,8.219,128_6144_528_1_T_N
12288,6144,2048,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,3541,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x12,1217.796,253.9322,12288_6144_2048_1_T_N
32,1568,96,1,0,N,N,f16_r,f16_r,f16_r,f16_r,6144,1710,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x13,119.5949,494.9207,32_1568_96_6144_N_N
256,6144,84,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,100000,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x13,32.24,8.1961,256_6144_84_1_T_N
5376,6144,1024,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,18157,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x13,1282.958,52.7264,5376_6144_1024_1_T_N
32,193,96,1,0,N,N,f16_r,f16_r,f16_r,f16_r,6144,12383,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x14,106.2214,68.588,32_193_96_6144_N_N
96,712704,96,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,17394,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x14,248.668,52.8277,96_712704_96_1_T_N
2048,6144,1536,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,31317,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x14,1252.905,30.8521,2048_6144_1536_1_T_N
2048,6144,4271,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,943,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x15,121.3024,886.0767,2048_6144_4271_1_T_N
12288,6144,4096,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,1936,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x15,1404.899,440.2275,12288_6144_4096_1_T_N
512,6144,160,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,135570,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x16,163.7635,6.1469,512_6144_160_1_T_N
4864,6144,512,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,36051,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x16,1106.388,27.6591,4864_6144_512_1_T_N
512,6144,256,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,135569,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x17,262.0127,6.1471,512_6144_256_1_T_N
4096,6144,2048,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,11494,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x17,1279.308,80.5742,4096_6144_2048_1_T_N
48,6144,256,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,137459,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x18,24.8915,6.0661,48_6144_256_1_T_N
4608,6144,256,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,45244,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x18,776.8891,18.6584,4608_6144_256_1_T_N
48,116,96,1,0,N,N,f16_r,f16_r,f16_r,f16_r,6144,14898,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x19,117.3146,55.9886,48_116_96_6144_N_N
512,6144,2304,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,58179,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x19,1009.787,14.355,512_6144_2304_1_T_N
192,6144,512,1,1,T,N,f16_r,f16_r,f16_r,f16_r,1,100000,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x2,152.194,7.937,192_6144_512_1_T_N
1024,6144,5888,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,15532,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x2,1206.188,61.4234,1024_6144_5888_1_T_N
4096,6144,5888,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,3625,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x2,1247.692,237.5207,4096_6144_5888_1_T_N
128,6144,84,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,130144,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x20,20.6464,6.3992,128_6144_84_1_T_N
2048,6144,6176,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,6579,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x20,1161.94,133.7627,2048_6144_6176_1_T_N
24,96,177,1,0,N,T,f16_r,f16_r,f16_r,f16_r,6144,5,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x21,-1,-1,24_96_177_6144_N_T
256,6144,128,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,136101,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x21,65.3997,6.1568,256_6144_128_1_T_N
32,96,193,1,0,N,T,f16_r,f16_r,f16_r,f16_r,6144,5,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x22,-1,-1,32_96_193_6144_N_T
3072,6144,5376,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,6236,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x23,1344.137,150.9796,3072_6144_5376_1_T_N
256,6144,1536,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,100000,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x24,587.7898,8.2203,256_6144_1536_1_T_N
2048,6144,4608,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,10104,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x25,1257.371,92.2275,2048_6144_4608_1_T_N
768,6144,5376,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,22622,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x26,1131.745,44.8284,768_6144_5376_1_T_N
512,6144,32,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,135597,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x27,32.7403,6.1492,512_6144_32_1_T_N
512,6144,144,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,135572,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x28,147.3855,6.1469,512_6144_144_1_T_N
224,589824,184,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,9048,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x29,456.1656,106.5849,224_589824_184_1_T_N
96,49152,96,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,100000,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x3,117.135,7.7344,96_49152_96_1_T_N
289,589824,1568,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,143,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x3,91.6302,5833.883,289_589824_1568_1_T_N
1536,6144,2048,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,32471,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x3,1298.29,29.7736,1536_6144_2048_1_T_N
256,589824,200,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,8256,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x30,524.98,115.0482,256_589824_200_1_T_N
1024,6144,5376,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,16781,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x31,1193.251,56.6903,1024_6144_5376_1_T_N
12288,6144,3072,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,2531,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x32,1335.099,347.4322,12288_6144_3072_1_T_N
256,6144,4608,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,58174,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x33,913.2766,15.872,256_6144_4608_1_T_N
512,6144,2304,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,58185,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x34,1010.932,14.3388,512_6144_2304_1_T_N
512,6144,72,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,135548,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x35,73.6712,6.1487,512_6144_72_1_T_N
4248,6144,512,1,1,T,N,f16_r,f16_r,f16_r,f16_r,1,26574,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x36,752.3678,35.5227,4248_6144_512_1_T_N
6176,6144,512,1,1,T,N,f16_r,f16_r,f16_r,f16_r,1,17679,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x37,729.0173,53.2992,6176_6144_512_1_T_N
96,116,48,1,0,N,N,f16_r,f16_r,f16_r,f16_r,6144,13574,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x38,106.9595,61.4091,96_116_48_6144_N_N
24,96,161,1,0,N,T,f16_r,f16_r,f16_r,f16_r,6144,5,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x39,-1,-1,24_96_161_6144_N_T
128,6144,2880,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,98776,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x4,548.5991,8.2571,128_6144_2880_1_T_N
3072,6144,512,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,50942,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x4,1049.044,18.4238,3072_6144_512_1_T_N
4271,6144,512,1,1,T,N,f16_r,f16_r,f16_r,f16_r,1,3082,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x4,99.3538,270.4556,4271_6144_512_1_T_N
32,96,1568,1,0,N,T,f16_r,f16_r,f16_r,f16_r,6144,2318,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x40,160.6605,368.4168,32_96_1568_6144_N_T
3072,6144,1536,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,21547,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x41,1329.766,43.6032,3072_6144_1536_1_T_N
256,6144,924,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,31294,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x42,109.1307,26.6346,256_6144_924_1_T_N
512,6144,2304,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,58167,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x43,1008.615,14.3717,512_6144_2304_1_T_N
512,6144,240,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,134870,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x44,245.5412,6.1495,512_6144_240_1_T_N
3864,6144,512,1,1,T,N,f16_r,f16_r,f16_r,f16_r,1,27169,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x45,714.7148,34.0138,3864_6144_512_1_T_N
768,6144,3864,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,31351,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x46,1195.856,30.493,768_6144_3864_1_T_N
24,589824,161,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,5071,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x47,27.7214,164.4276,24_589824_161_1_T_N
512,6144,4864,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,35256,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x48,1111.623,27.5288,512_6144_4864_1_T_N
64,589824,1456,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,2727,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x49,355.3883,309.3076,64_589824_1456_1_T_N
1,6144,32,1,1,N,N,f16_r,f16_r,f16_r,f16_r,1,150380,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x5,0.0708,5.5554,1_6144_32_1_N_N
128,6144,888,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,135571,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x5,227.2162,6.147,128_6144_888_1_T_N
512,6144,60,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,81435,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x5,36.8815,10.2351,512_6144_60_1_T_N
2304,6144,512,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,58186,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x50,1010.162,14.3497,2304_6144_512_1_T_N
24,177,96,1,0,N,N,f16_r,f16_r,f16_r,f16_r,6144,11629,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x51,69.9185,71.6712,24_177_96_6144_N_N
5376,6144,768,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,23165,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x52,1106.124,45.8667,5376_6144_768_1_T_N
1536,6144,3072,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,21434,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x53,1292.221,44.8701,1536_6144_3072_1_T_N
96,6144,256,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,148924,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x54,53.6636,5.6275,96_6144_256_1_T_N
192,98304,96,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,51366,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x55,223.8354,16.1899,192_98304_96_1_T_N
96,6144,2048,1,1,T,N,f16_r,f16_r,f16_r,f16_r,1,80694,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x56,234.7736,10.2904,96_6144_2048_1_T_N
256,6144,408,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,135573,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x57,208.7979,6.1469,256_6144_408_1_T_N
96,216,48,1,0,N,N,f16_r,f16_r,f16_r,f16_r,6144,9934,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x58,142.1013,86.0695,96_216_48_6144_N_N
512,6144,4271,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,4165,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x59,134.2418,200.1673,512_6144_4271_1_T_N
96,6144,512,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,138153,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x6,98.5948,6.1259,96_6144_512_1_T_N
96,1327104,96,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,10115,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x6,266.0484,91.9426,96_1327104_96_1_T_N
50176,6144,512,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,3348,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x6,1172.326,269.2768,50176_6144_512_1_T_N
128,6144,216,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,136952,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x60,56.9248,5.9682,128_6144_216_1_T_N
5888,6144,1024,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,16195,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x61,1250.768,59.2341,5888_6144_1024_1_T_N
1024,6144,4248,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,21385,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x62,1189.034,44.9543,1024_6144_4248_1_T_N
512,6144,96,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,100000,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x63,82.2366,7.3444,512_6144_96_1_T_N
96,589824,193,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,3062,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x7,80.296,272.1992,96_589824_193_1_T_N
512,6144,3072,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,50883,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x7,1045.732,18.4821,512_6144_3072_1_T_N
2048,6144,4864,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,9801,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x7,1261.611,97.024,2048_6144_4864_1_T_N
256,6144,528,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,134506,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x8,267.3342,6.213,256_6144_528_1_T_N
512,6144,64,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,135628,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x8,65.5337,6.1442,512_6144_64_1_T_N
512,6144,120,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,135571,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x8,122.4116,6.1675,512_6144_120_1_T_N
96,129024,96,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,67874,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x9,193.628,12.2822,96_129024_96_1_T_N
192,178176,96,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,36469,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x9,287.5099,22.8454,192_178176_96_1_T_N
256,6144,888,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,100000,GEMM Performance (TFLOPs),WRI-dense_100x,WRI-dense_100x9,341.154,8.1881,256_6144_888_1_T_N
32,48,38,1,0,N,T,f16_r,f16_r,f16_r,f16_r,8192,22615,GEMM Performance (TFLOPs),WRI-dense_low_complexity_12x,WRI-dense_low_complexity_12x0,25.9461,36.8572,32_48_38_8192_N_T
1216,8192,256,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,81456,GEMM Performance (TFLOPs),WRI-dense_low_complexity_12x,WRI-dense_low_complexity_12x1,498.3737,10.2338,1216_8192_256_1_T_N
20,8192,1024,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,67799,GEMM Performance (TFLOPs),WRI-dense_low_complexity_12x,WRI-dense_low_complexity_12x10,27.2931,12.2941,20_8192_1024_1_T_N
24,393216,38,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,21635,GEMM Performance (TFLOPs),WRI-dense_low_complexity_12x,WRI-dense_low_complexity_12x11,19.2744,37.2113,24_393216_38_1_T_N
1024,24,8192,1,0,N,N,f16_r,f16_r,f16_r,f16_r,1,67796,GEMM Performance (TFLOPs),WRI-dense_low_complexity_12x,WRI-dense_low_complexity_12x12,32.7163,12.3074,1024_24_8192_1_N_N
20,8192,1024,1,0,T,N,f16_r,f16_r,f16_r,f16_r,1,67807,GEMM Performance (TFLOPs),WRI-dense_low_complexity_12x,WRI-dense_low_complexity_12x13,27.2931,12.2941,20_8192_1024_1_T_N
